"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Bart Eakle","M",46,"576",98,1977-05-19,"Recruiter","Retail","Mass Customer","Yes",7
"Shelden Lorent","M",46,"2688",53,1977-05-18,"Database Administrator III","Property","Mass Customer","No",13
"Sheila-kathryn Calton","F",46,"5",56,1977-05-13,"Senior Editor",NA,"Affluent Customer","Yes",8
"Kinsley Klimus","M",46,"757",91,1977-05-13,"Environmental Tech","Financial Services","Mass Customer","No",18
"Emmet Cristoforo","M",46,"2444",22,1977-05-13,"Associate Professor","Manufacturing","High Net Worth","No",11
"Cam MacFadyen","M",46,"2670",53,1977-05-13,"VP Accounting","Financial Services","High Net Worth","Yes",18
"Tabbie Turone","M",46,"2491",74,1977-05-08,"Clinical Specialist","Health","Mass Customer","No",14
"Pryce Larner","M",46,"1728",41,1977-05-04,"Paralegal","Financial Services","Affluent Customer","No",22
"Freida Everil","F",46,"428",0,1977-05-03,"Structural Engineer","Health","High Net Worth","Yes",14
"Cammi Ambrogioni","F",46,"2475",68,1977-05-02,"Quality Control Specialist",NA,"Mass Customer","No",20
"Kennie Baszniak","M",46,"3776",46,1977-05-02,"Recruiter","Retail","Mass Customer","Yes",19
"Simonette Cressingham","F",46,"2437",90,1977-05-01,"Marketing Manager","Financial Services","Mass Customer","Yes",18
"Diarmid Vearnals","M",46,"3516",93,1977-04-30,NA,"Property","Mass Customer","Yes",15
"Alix Gilliland","F",46,"2036",11,1977-04-29,NA,NA,"Mass Customer","No",17
"Abbey Nellen","F",46,"3409",75,1977-04-29,"Desktop Support Technician","Argiculture","Mass Customer","No",16
"Osgood Stolting","M",46,"3025",27,1977-04-23,"Compensation Analyst","Financial Services","Mass Customer","Yes",9
"Jeff Goodere","M",46,"2332",99,1977-04-20,"Developer III","Property","High Net Worth","Yes",10
"Gilburt","M",46,"2894",91,1977-04-19,"Geologist III","Financial Services","Mass Customer","Yes",22
"Windy Orehead","F",46,"3036",24,1977-04-17,"Business Systems Development Analyst","Property","Affluent Customer","Yes",11
"Darill Mowday","M",46,"2156",96,1977-04-08,"Desktop Support Technician","Retail","Mass Customer","Yes",18
"Aundrea Reisenberg","F",46,"1224",9,1977-04-04,"Junior Executive","Manufacturing","Mass Customer","No",16
"Launce Lording","M",46,"1666",73,1977-04-02,"Recruiting Manager",NA,"Mass Customer","No",14
"Hephzibah Cliffe","F",46,"3009",11,1977-04-02,NA,"Health","High Net Worth","Yes",14
"Cathyleen Bern","F",46,"411",84,1977-03-31,"Director of Sales","Financial Services","High Net Worth","No",12
"Chiquita Durnall","F",46,"42",24,1977-03-28,"Accountant III","Manufacturing","Mass Customer","No",18
"Laurice Colgrave","F",46,"302",32,1977-03-27,NA,"Health","Mass Customer","No",13
"Barney Tilling","M",46,"2477",25,1977-03-23,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",10
"Adlai Fabry","M",46,"1309",95,1977-03-22,"VP Marketing",NA,"Mass Customer","No",13
"Jessamine Butcher","F",46,"2602",46,1977-03-22,"Structural Analysis Engineer","Health","Mass Customer","No",3
"Vina Tackell","F",46,"2641",71,1977-03-22,"Software Test Engineer I",NA,"Mass Customer","Yes",12
"Leupold Bernardini","M",46,"3670",62,1977-03-20,NA,"Financial Services","Affluent Customer","Yes",17
"Samuel Stiff","M",46,"764",40,1977-03-16,"Environmental Tech","Financial Services","Mass Customer","Yes",22
"Benji O'Shirine","M",46,"473",2,1977-03-13,"Junior Executive","Health","Mass Customer","Yes",20
"Brittaney Pring","F",46,"225",84,1977-03-11,"Pharmacist","Health","Affluent Customer","No",13
"De Denington","F",46,"322",19,1977-03-10,"Research Associate","Financial Services","Mass Customer","Yes",11
"Stanwood Troillet","M",46,"1657",11,1977-03-08,"Computer Systems Analyst III","Financial Services","Mass Customer","No",5
"Renae Burns","F",46,"1441",23,1977-03-07,NA,"Manufacturing","Affluent Customer","No",5
"Gabriellia Coulter","F",46,"1940",52,1977-03-02,"Teacher","Manufacturing","High Net Worth","Yes",8
"Lydie Scholfield","F",46,"2838",14,1977-03-01,"Payment Adjustment Coordinator","Retail","High Net Worth","No",21
"Vale Whittuck","F",46,"3424",39,1977-02-28,"Automation Specialist III","Manufacturing","Affluent Customer","Yes",11
"Harlin Parr","M",46,"16",38,1977-02-27,"Media Manager IV",NA,"Mass Customer","Yes",18
"Fleurette Whardley","F",46,"824",97,1977-02-27,"Financial Advisor","Financial Services","Affluent Customer","Yes",12
"Ephrayim Beville","M",46,"1842",89,1977-02-27,"Accountant IV","Financial Services","Mass Customer","No",8
"Lonni Andrichak","F",46,"1816",68,1977-02-25,NA,"Argiculture","Mass Customer","No",18
"Spike Thieme","M",46,"387",34,1977-02-19,"Administrative Officer","Financial Services","Mass Customer","No",22
"Reine Semken","F",46,"993",71,1977-02-18,"Account Coordinator","Argiculture","High Net Worth","No",17
"Cindie Naldrett","F",46,"3161",71,1977-02-16,NA,"Financial Services","Mass Customer","Yes",4
"Neddy La Grange","M",46,"3305",25,1977-02-16,"Senior Developer","Health","Mass Customer","Yes",11
"Roderich Mixer","M",46,"3448",26,1977-02-16,"Software Consultant","Financial Services","High Net Worth","No",9
"Kylen Gimson","F",46,"2059",21,1977-02-15,"Graphic Designer",NA,"High Net Worth","No",12
"Moritz Brognot","M",46,"2638",1,1977-02-10,"Budget/Accounting Analyst III","IT","Mass Customer","Yes",15
"Benton MacGragh","M",46,"2522",42,1977-02-03,NA,NA,"High Net Worth","No",14
"Courtney Meas","F",46,"1451",32,1977-02-01,"Junior Executive","Argiculture","Mass Customer","Yes",16
"Jeffry Slowly","M",46,"1597",93,1977-02-01,"Nurse Practicioner","Retail","Affluent Customer","No",14
"Olvan Loadwick","M",46,"2770",24,1977-01-30,"VP Quality Control","Manufacturing","High Net Worth","Yes",13
"Avis","F",46,"197",32,1977-01-27,NA,NA,"High Net Worth","No",5
"Diane Busk","F",46,"1752",92,1977-01-27,"Systems Administrator II",NA,"Mass Customer","No",17
"Frederik Duckett","M",46,"784",10,1977-01-24,"Accounting Assistant III","IT","High Net Worth","Yes",22
"Maddy Aiskovitch","F",46,"1299",72,1977-01-17,"Media Manager IV",NA,"Affluent Customer","No",12
"Erik","M",46,"2907",89,1977-01-15,"Senior Financial Analyst","Financial Services","High Net Worth","No",8
"Sibylle Cutsforth","F",46,"1161",86,1977-01-14,"Senior Quality Engineer","Retail","Mass Customer","No",15
"Kleon Pallatina","M",46,"672",53,1977-01-12,"Analog Circuit Design manager","Retail","High Net Worth","No",12
"Gilligan Mowat","F",46,"1164",97,1977-01-09,"Food Chemist","Health","Mass Customer","Yes",17
"Trixi Wickes","F",46,"3734",46,1977-01-07,"Help Desk Technician","Manufacturing","Mass Customer","No",21
"Cecilia Chipchase","F",46,"820",12,1977-01-06,NA,"Financial Services","High Net Worth","No",16
"Moyra Mount","F",46,"2745",8,1977-01-06,"Chemical Engineer","Manufacturing","Mass Customer","Yes",18
"Sybila Enefer","F",46,"1932",98,1977-01-03,"Librarian","Entertainment","Affluent Customer","Yes",3
"Cathrin Rosencrantz","F",46,"3369",90,1977-01-02,"Research Associate",NA,"Mass Customer","No",10
"Amble Tandy","M",47,"2678",33,1976-12-30,"Sales Associate","Health","Mass Customer","No",11
"Holly-anne Hamman","F",47,"1860",4,1976-12-28,"Nuclear Power Engineer","Manufacturing","Mass Customer","Yes",17
"Leona Phateplace","F",47,"235",30,1976-12-26,"Social Worker","Health","Mass Customer","No",15
"Dorrie Meaden","F",47,"2661",59,1976-12-26,"VP Marketing","Financial Services","High Net Worth","Yes",12
"Tiphani Fritz","F",47,"3155",88,1976-12-25,"Office Assistant I","IT","Affluent Customer","Yes",21
"Talia Sidnell","F",47,"3656",14,1976-12-24,NA,"Property","Mass Customer","Yes",3
"Bendix Olivella","M",47,"1801",48,1976-12-23,"Legal Assistant","Manufacturing","Affluent Customer","No",21
"Farra Catto","F",47,"3659",76,1976-12-23,"VP Sales","Financial Services","High Net Worth","No",10
"Sharl Wiggin","F",47,"675",37,1976-12-19,"Administrative Assistant I","Financial Services","Mass Customer","Yes",17
"Daron","F",47,"1756",92,1976-12-17,"Junior Executive",NA,"High Net Worth","No",7
"Vernen Hakonsen","M",47,"2718",69,1976-12-12,"Software Test Engineer II",NA,"High Net Worth","Yes",14
"Brock Ride","M",47,"3392",41,1976-12-12,"Tax Accountant","Financial Services","Mass Customer","No",10
"Cathy Parmley","F",47,"2028",25,1976-12-10,"Director of Sales","Retail","Affluent Customer","Yes",18
"Alwin Cuberley","M",47,"2317",97,1976-12-07,"Tax Accountant","Health","Mass Customer","Yes",16
"Geoff Assaf","M",47,"25",72,1976-12-02,"Accounting Assistant III","Financial Services","Mass Customer","Yes",21
"Oralle Petrello","F",47,"3986",1,1976-12-01,"Social Worker","Health","Mass Customer","No",21
"Saraann Gilliard","F",47,"2702",34,1976-11-30,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",11
"Valaria Hugh","F",47,"1418",80,1976-11-29,"Senior Sales Associate","IT","Affluent Customer","Yes",21
"Sharia Allkins","F",47,"2811",29,1976-11-29,"Internal Auditor","Property","Mass Customer","No",22
"Penn Burkinshaw","M",47,"395",28,1976-11-27,"Data Coordiator","Retail","High Net Worth","Yes",9
"Dev Caghan","M",47,"1848",22,1976-11-25,"Information Systems Manager","Manufacturing","Mass Customer","No",9
"Tull Godehard.sf","M",47,"1787",2,1976-11-21,"Executive Secretary","Retail","High Net Worth","Yes",13
"Basilius Spieck","M",47,"717",65,1976-11-20,"VP Product Management","Manufacturing","Mass Customer","Yes",11
"Stacy Pozzi","M",47,"778",24,1976-11-17,"Assistant Professor","Manufacturing","High Net Worth","No",13
"Odele Blackmore","F",47,"3174",67,1976-11-16,"Research Associate","Financial Services","Affluent Customer","No",9
"Clementius Hambric","M",47,"924",33,1976-11-08,"Computer Systems Analyst II",NA,"Affluent Customer","No",13
"Marlee Brundle","F",47,"3184",2,1976-11-08,"Civil Engineer","Manufacturing","Affluent Customer","Yes",7
"Lynnelle Comettoi","F",47,"522",64,1976-11-05,NA,NA,"Affluent Customer","Yes",16
"Nona Tubb","F",47,"3882",18,1976-11-05,"Human Resources Assistant III","Health","Mass Customer","Yes",9
"Kara-lynn Doddridge","F",47,"1035",77,1976-11-02,"Operator","Retail","Affluent Customer","Yes",5
"Bram Pheasant","M",47,"3566",96,1976-11-02,"Social Worker","Health","Affluent Customer","Yes",10
"Vale Starcks","F",47,"3629",17,1976-10-29,"Editor","Health","High Net Worth","No",22
"Brendan Aird","M",47,"3337",58,1976-10-28,NA,"Argiculture","Mass Customer","Yes",16
"Hedi Mowday","F",47,"3484",10,1976-10-24,"Information Systems Manager","Financial Services","High Net Worth","Yes",20
"Venus Sketch","F",47,"1805",90,1976-10-15,"Budget/Accounting Analyst II","Financial Services","Mass Customer","No",12
"Chad","F",47,"1712",63,1976-10-12,"Dental Hygienist","Health","High Net Worth","Yes",7
"Lemmy Bennit","M",47,"1119",43,1976-10-09,NA,"Entertainment","Mass Customer","Yes",19
"Bonnee Farley","F",47,"3147",21,1976-10-02,NA,"Retail","Affluent Customer","Yes",17
"Thorny Hackworth","M",47,"204",56,1976-10-01,"Editor","Financial Services","Mass Customer","No",5
"Leontyne Simpkiss","F",47,"364",96,1976-09-30,"Database Administrator III","Financial Services","Affluent Customer","No",11
"Hilario Ramsdell","M",47,"2140",59,1976-09-30,"Help Desk Operator","Telecommunications","High Net Worth","No",21
"Ferd Chominski","M",47,"3181",39,1976-09-29,"Senior Editor","Financial Services","High Net Worth","No",6
"Bearnard Letixier","M",47,"3156",23,1976-09-28,NA,"Financial Services","Mass Customer","No",4
"Wolfgang Raffles","M",47,"3215",14,1976-09-28,"General Manager",NA,"Mass Customer","Yes",7
"Joelle Prior","F",47,"635",78,1976-09-25,"Programmer Analyst IV",NA,"Mass Customer","Yes",9
"Gregorius Cockram","M",47,"2128",31,1976-09-25,"Data Coordiator","Property","Affluent Customer","Yes",16
"Tedmund Plumm","M",47,"2832",9,1976-09-25,"Recruiter","Telecommunications","Mass Customer","Yes",9
"Milissent Deinert","F",47,"2856",53,1976-09-25,"Marketing Manager","Financial Services","Mass Customer","Yes",13
"Mercy Wilsone","F",47,"637",60,1976-09-23,"Health Coach I","Health","High Net Worth","No",13
"Gracia McAteer","F",47,"2173",27,1976-09-21,"Help Desk Technician","IT","Mass Customer","Yes",22
"Brad Tenman","M",47,"2555",43,1976-09-19,"Health Coach IV","Health","Affluent Customer","No",11
"Tessi Hesse","F",47,"274",66,1976-09-15,"Social Worker","Health","Mass Customer","Yes",14
"Fonz Jankin","M",47,"1591",4,1976-09-14,"Operator","Manufacturing","Mass Customer","Yes",14
"Diannne Teager","F",47,"1577",87,1976-09-08,"Automation Specialist I","Manufacturing","High Net Worth","No",10
"Lisetta","F",47,"3052",72,1976-09-08,"Teacher",NA,"Mass Customer","No",18
"Kessia Helder","F",47,"163",58,1976-09-06,"Librarian","Entertainment","High Net Worth","Yes",14
"Corissa Zienkiewicz","F",47,"1013",53,1976-09-06,"Physical Therapy Assistant","Retail","High Net Worth","No",17
"Benny Jammet","F",47,"1737",21,1976-09-06,"Senior Developer","Property","Affluent Customer","Yes",13
"Cherida Whyffen","F",47,"3827",10,1976-09-05,NA,"Retail","Affluent Customer","No",8
"Ryon Elsay","M",47,"3240",90,1976-09-04,"Chief Design Engineer",NA,"Mass Customer","Yes",6
"Barbara Croxley","F",47,"243",94,1976-09-02,"Teacher","Manufacturing","High Net Worth","Yes",14
"Karlen Iacovacci","F",47,"2994",26,1976-08-30,"Accountant II","Manufacturing","Mass Customer","Yes",18
"Bevvy Siegertsz","F",47,"782",30,1976-08-29,"Geological Engineer","Manufacturing","Mass Customer","No",17
"Lena Cronshaw","F",47,"2243",76,1976-08-28,"Business Systems Development Analyst",NA,"Affluent Customer","Yes",7
"Andrey Conre","M",47,"1308",34,1976-08-27,"Analog Circuit Design manager",NA,"Affluent Customer","Yes",18
"Cammie Edridge","F",47,"3251",95,1976-08-27,"Safety Technician II","Financial Services","High Net Worth","Yes",8
"Celie Guyers","F",47,"2420",10,1976-08-26,"Staff Scientist","Financial Services","High Net Worth","No",16
"Jeremiah Wasling","M",47,"341",10,1976-08-25,"GIS Technical Architect","Financial Services","Mass Customer","No",5
"Salvidor Renzo","M",47,"375",13,1976-08-23,"Automation Specialist II","Manufacturing","Mass Customer","Yes",7
"Lexis Deason","F",47,"2596",51,1976-08-20,"Assistant Professor",NA,"Affluent Customer","Yes",13
"Guillermo Kolakovic","M",47,"2062",67,1976-08-19,"Junior Executive","Retail","Mass Customer","No",18
"Tobit","M",47,"2912",60,1976-08-18,NA,NA,"High Net Worth","No",4
"Stephana Puzey","F",47,"1102",16,1976-08-17,"Recruiting Manager","Manufacturing","Affluent Customer","No",15
"Tina Riggulsford","F",47,"3123",71,1976-08-17,"Dental Hygienist","Health","High Net Worth","No",20
"Kippy Heater","F",47,"2695",88,1976-08-16,"Statistician II","Manufacturing","Mass Customer","Yes",19
"Sayres Duthie","M",47,"437",24,1976-08-14,"Systems Administrator III","Manufacturing","Affluent Customer","Yes",17
"Nomi Bushell","F",47,"2629",60,1976-08-13,"Engineer IV","Entertainment","High Net Worth","No",19
"Adelaida Redmond","F",47,"607",55,1976-08-10,"Dental Hygienist","Health","Mass Customer","No",15
"Friederike Bestar","F",47,"384",70,1976-08-06,NA,"Financial Services","Affluent Customer","No",17
"Shirley Siss","F",47,"3686",20,1976-08-06,NA,"Financial Services","High Net Worth","Yes",15
"Winni Cana","F",47,"1391",62,1976-08-05,"Marketing Assistant","Retail","High Net Worth","No",12
"Louella Mandifield","F",47,"2979",39,1976-07-25,"Tax Accountant","Retail","Mass Customer","No",18
"Burty Strutz","M",47,"2433",38,1976-07-19,"Nurse Practicioner",NA,"High Net Worth","Yes",8
"Nickie Neissen","M",47,"399",26,1976-07-18,"Engineer III","Manufacturing","Affluent Customer","Yes",16
"Gordon Gowar","M",47,"93",63,1976-07-16,"Project Manager","Retail","Mass Customer","Yes",10
"Thorin Grimoldby","M",47,"414",12,1976-07-16,"Social Worker","Health","High Net Worth","No",10
"Duff Kemble","M",47,"2227",45,1976-07-16,"Systems Administrator I","Property","Affluent Customer","Yes",9
"Hollie MacEllen","F",47,"2960",6,1976-07-16,"Design Engineer","Property","Mass Customer","Yes",16
"Siegfried Hulmes","M",47,"2917",21,1976-07-11,NA,"Manufacturing","Affluent Customer","No",18
"Emeline Jorioz","F",47,"550",16,1976-07-10,NA,"Retail","Mass Customer","No",15
"Shel Duke","F",47,"3387",19,1976-07-05,"General Manager","Manufacturing","Affluent Customer","Yes",15
"Perry Lampert","M",47,"3924",72,1976-07-03,"Editor","Property","High Net Worth","Yes",10
"Romona Capitano","F",47,"365",98,1976-06-27,"VP Quality Control","Property","High Net Worth","No",15
"Ellissa Stanney","F",47,"1481",93,1976-06-26,"Senior Financial Analyst","Financial Services","Affluent Customer","No",14
"Ange Austick","F",47,"3726",36,1976-06-17,"GIS Technical Architect","Property","Mass Customer","No",19
"Tully","M",47,"2461",89,1976-06-12,"Speech Pathologist",NA,"Affluent Customer","No",17
"Emma Mates","F",47,"2489",42,1976-06-12,"Speech Pathologist","Retail","Mass Customer","No",15
"Othilia Metcalf","F",47,"3571",9,1976-06-09,"Senior Sales Associate","Property","Mass Customer","Yes",3
"Bryana Vennart","F",47,"3760",73,1976-06-09,NA,"Financial Services","Mass Customer","No",18
"Braden Lamming","M",47,"1048",99,1976-06-08,"Internal Auditor",NA,"Affluent Customer","No",15
"Skylar Brise","M",47,"2196",66,1976-06-08,"Media Manager I","Retail","High Net Worth","Yes",7
"Abe Pilley","M",47,"1078",69,1976-06-05,"Executive Secretary","Manufacturing","Mass Customer","No",20
"Evonne Southan","F",47,"1114",96,1976-06-03,"Structural Engineer","Retail","Mass Customer","No",14
"Genni Larway","F",47,"316",72,1976-06-01,"Environmental Specialist","Manufacturing","Mass Customer","Yes",10
"Cazzie Gravell","M",47,"3231",84,1976-05-29,NA,NA,"Affluent Customer","Yes",16
"Bibby Goman","F",47,"3807",73,1976-05-21,"Analyst Programmer","Retail","Mass Customer","No",21
"Mick Boutellier","M",47,"2460",88,1976-05-17,"Nurse Practicioner","Manufacturing","High Net Worth","Yes",12
"Denney Cretney","M",47,"1034",16,1976-05-12,NA,NA,"High Net Worth","Yes",3
"Alley Fitchell","M",47,"2191",2,1976-05-11,"Payment Adjustment Coordinator",NA,"Mass Customer","Yes",4
"Bell Carley","F",47,"2564",18,1976-04-29,"Engineer III","Health","Mass Customer","No",15
"Pail Ashplant","M",47,"492",54,1976-04-28,"Environmental Tech","Financial Services","Mass Customer","No",21
"Early Saggs","M",47,"2760",55,1976-04-19,"Teacher","Property","Mass Customer","No",11
"Ingunna Loxston","F",47,"3792",81,1976-04-16,"VP Marketing","Financial Services","Affluent Customer","Yes",5
"Reese Titterington","M",47,"1069",85,1976-04-15,"Web Designer I","Telecommunications","Mass Customer","No",15
