"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Amalie Isabell","F",49,"3869",58,"Analog Circuit Design manager","Manufacturing","Affluent Customer","No",13
"Christie Bremeyer","M",49,"3309",34,"Senior Sales Associate","Manufacturing","High Net Worth","Yes",3
"Krissie Dinan","F",49,"649",23,"Legal Assistant","Financial Services","Mass Customer","Yes",10
"Andi Dumelow","F",49,"3993",6,"Librarian","Entertainment","Mass Customer","No",10
"Merrili Whitear","F",49,"127",81,"Compensation Analyst","Financial Services","Mass Customer","No",19
"Abra Probets","F",49,"625",33,"Assistant Media Planner","Entertainment","High Net Worth","Yes",7
"Germayne Sperry","M",49,"244",57,"Structural Engineer","Retail","Affluent Customer","No",8
"Stuart Gebhardt","M",49,"655",64,"General Manager","Manufacturing","Affluent Customer","Yes",19
"Elberta Tixall","F",49,"523",44,"Senior Financial Analyst","Financial Services","Affluent Customer","Yes",16
"Chase Youd","M",49,"1154",26,"Research Nurse","Health","Mass Customer","Yes",20
"Chad Houtby","M",49,"157",97,"Financial Advisor","Financial Services","Affluent Customer","No",16
"Foster Haysar","M",49,"641",86,"Accounting Assistant I","Manufacturing","Affluent Customer","No",3
"Jamima Pirolini","F",49,"362",47,"Software Engineer IV","Financial Services","High Net Worth","Yes",18
"Ursala Ferrai","F",49,"194",4,"Web Developer III","Financial Services","Affluent Customer","No",10
"Levon Woollard","M",49,"2168",83,"VP Accounting","Financial Services","Mass Customer","Yes",17
"Dawna McCullen","F",49,"886",53,"Accounting Assistant III","Health","Mass Customer","No",11
"Galvan","M",49,"1935",72,"Senior Sales Associate","Property","Mass Customer","No",9
"Leontyne Jackett","F",49,"3296",78,"Quality Engineer","Financial Services","Affluent Customer","Yes",17
"Ulrika Steagall","F",49,"485",23,"Statistician III","Manufacturing","High Net Worth","No",20
"Willow Rusbridge","F",49,"3715",19,"Computer Systems Analyst I","Argiculture","High Net Worth","Yes",10
"Pascale Cuxson","M",49,"2969",12,"Database Administrator IV","Manufacturing","Mass Customer","Yes",6
"Lind Dredge","M",49,"1907",69,"VP Sales","Health","High Net Worth","No",18
"Karleen McGenn","F",49,"2360",0,"VP Accounting","Financial Services","High Net Worth","Yes",5
"Zarah Santello","F",49,"1771",1,"Geological Engineer","Manufacturing","Mass Customer","Yes",14
"Bennie Llywarch","F",49,"855",74,"General Manager","Retail","High Net Worth","Yes",16
"Ardis Tomlett","F",49,"822",67,"Sales Associate","Health","High Net Worth","No",17
"Yolande Whild","F",49,"679",29,"Registered Nurse","Health","Mass Customer","No",12
"Rubie O'Gorman","F",49,"3439",45,"Technical Writer","Property","Affluent Customer","Yes",19
"Imojean Bosquet","F",49,"2558",84,"Programmer II","Health","High Net Worth","Yes",20
"Sharron Gaynes","F",49,"3628",47,"Financial Advisor","Financial Services","Mass Customer","Yes",14
"Marcellus Shawcroft","M",49,"911",62,"Structural Analysis Engineer","Property","Affluent Customer","No",3
"Berky Degoix","M",49,"3148",11,"Human Resources Assistant IV","IT","High Net Worth","Yes",10
"Maurizia Ligerton","F",49,"309",53,"Clinical Specialist","Health","Mass Customer","Yes",21
"Sydney Endacott","M",49,"591",16,"Business Systems Development Analyst","Entertainment","Affluent Customer","No",16
"Osgood Seeborne","M",49,"1709",36,"Food Chemist","Health","Affluent Customer","No",6
"Cari Worling","F",49,"1294",31,"Community Outreach Specialist","Manufacturing","Mass Customer","Yes",15
"Ilyssa Hannabuss","F",49,"3449",52,"VP Quality Control","Argiculture","High Net Worth","Yes",3
"Carin Lauthian","F",49,"756",65,"Computer Systems Analyst IV","Manufacturing","Mass Customer","Yes",16
"Shana Fortesquieu","F",49,"449",74,"VP Product Management","Manufacturing","High Net Worth","Yes",6
"Townie Perez","M",49,"530",2,"Recruiter","Manufacturing","Mass Customer","No",15
"Rube Itzhayek","M",49,"563",25,"Accounting Assistant II","IT","Mass Customer","Yes",19
"Liza LeEstut","F",49,"2681",78,"Programmer Analyst III","Manufacturing","Affluent Customer","Yes",18
"Gearalt Challis","M",49,"1437",35,"Electrical Engineer","Manufacturing","Affluent Customer","No",20
"Sibley Eliyahu","F",49,"1621",10,"Social Worker","Health","Mass Customer","No",22
"Pippy Matysiak","F",49,"3771",78,"Electrical Engineer","Manufacturing","Mass Customer","No",17
"Judah Prime","M",49,"3114",48,"Teacher","IT","Mass Customer","Yes",18
"Cacilie Grimoldby","F",49,"3810",22,"Food Chemist","Health","Affluent Customer","No",5
"Lars Keher","M",49,"987",89,"Senior Cost Accountant","Financial Services","Affluent Customer","Yes",11
"Kassi List","F",49,"1761",96,"Legal Assistant","Manufacturing","Mass Customer","Yes",14
"Eachelle Girardey","F",49,"3783",61,"Compensation Analyst","Financial Services","Mass Customer","No",7
"Caroline Grabban","F",49,"2222",20,"Professor","Financial Services","Mass Customer","No",14
"Eugenia Verey","F",49,"2410",75,"Geological Engineer","Manufacturing","Mass Customer","Yes",21
"Sallyann Stangoe","F",49,"3710",12,"Physical Therapy Assistant","Health","Mass Customer","No",13
"Edsel Lester","M",49,"1629",46,"VP Accounting","Financial Services","Mass Customer","No",14
"Shane Smetoun","F",49,"303",59,"Assistant Professor","Argiculture","Mass Customer","Yes",14
"Donella Emm","F",49,"2494",98,"Senior Sales Associate","Manufacturing","High Net Worth","No",16
"Wallache Simchenko","M",49,"94",33,"Civil Engineer","Manufacturing","Mass Customer","No",21
"Leonora Iglesia","F",49,"3428",77,"Chemical Engineer","Manufacturing","Mass Customer","Yes",16
"Karissa Leal","F",49,"3329",97,"Technical Writer","Retail","High Net Worth","No",13
"Dolly Scallan","F",49,"3505",41,"Executive Secretary","Retail","Mass Customer","No",14
"Allin Arbuckel","M",49,"1424",56,"Occupational Therapist","Health","High Net Worth","Yes",14
"Hieronymus Whinray","M",49,"1273",48,"General Manager","Financial Services","Affluent Customer","Yes",14
"Belia Mitchener","F",49,"2937",47,"Computer Systems Analyst I","Financial Services","Mass Customer","No",15
"Wenonah Filgate","F",49,"3545",66,"Developer II","Health","High Net Worth","No",4
"Maridel Whitby","F",49,"1107",70,"Social Worker","Health","High Net Worth","No",18
"Tobe Roxby","M",49,"2181",99,"Account Executive","IT","Mass Customer","Yes",8
"Griswold Juett","M",49,"1074",43,"Accounting Assistant IV","Health","High Net Worth","Yes",18
"Kleon Adam","M",49,"3979",67,"VP Marketing","Financial Services","Mass Customer","Yes",18
"Lida Wych","F",49,"439",26,"GIS Technical Architect","Property","Affluent Customer","No",10
"Caryn Sampey","F",49,"815",47,"Design Engineer","Manufacturing","Mass Customer","Yes",22
"Zacharia Rigler","M",49,"1366",10,"Computer Systems Analyst IV","Retail","Affluent Customer","No",22
"Tori Coche","F",49,"1116",59,"Assistant Manager","Health","Mass Customer","Yes",16
"Barde Spoward","M",49,"3394",39,"Environmental Specialist","Health","Mass Customer","No",22
"Debera Foxworthy","F",49,"215",37,"Assistant Professor","Retail","High Net Worth","Yes",18
"Cacilia Swetland","F",49,"2417",27,"Nurse","Retail","Affluent Customer","No",22
"Jayson Breheny","M",49,"2450",64,"Structural Engineer","Retail","Affluent Customer","Yes",7
"Craig Phethean","M",49,"3183",64,"Junior Executive","Health","Mass Customer","No",14
"Benni Ilem","F",49,"2845",1,"Staff Accountant III","Health","Mass Customer","No",11
"Nedi MacClay","F",49,"2698",19,"Administrative Officer","Health","High Net Worth","No",20
"Konstance Elgey","F",49,"2659",81,"Professor","Argiculture","High Net Worth","Yes",11
"Gage","M",49,"3180",96,"Business Systems Development Analyst","IT","Mass Customer","Yes",19
"Cathlene Bellas","F",49,"579",89,"Software Engineer II","Health","Mass Customer","No",12
"Gwenette Appleton","F",49,"2581",49,"Associate Professor","Manufacturing","Affluent Customer","Yes",11
"Hagan Abrahmer","M",49,"2575",87,"Business Systems Development Analyst","Financial Services","High Net Worth","Yes",16
"Mayor Ismay","M",49,"639",51,"Nuclear Power Engineer","Manufacturing","Mass Customer","No",16
"Waldemar Mostin","M",49,"3655",82,"Physical Therapy Assistant","Retail","Mass Customer","Yes",19
"Crystal Assur","F",49,"2992",26,"Clinical Specialist","Health","Mass Customer","Yes",10
"Gabie Skett","M",49,"2520",71,"Accountant III","Retail","Affluent Customer","Yes",10
"Sansone Eastcourt","M",49,"736",41,"Help Desk Operator","IT","High Net Worth","No",8
"Trude Rizzardo","F",49,"1823",29,"VP Quality Control","Manufacturing","High Net Worth","No",10
"Bryanty Megarrell","M",49,"1236",75,"Web Designer IV","Financial Services","High Net Worth","Yes",18
"Basile Le Floch","M",49,"1797",49,"Assistant Professor","Manufacturing","Mass Customer","No",8
"Tann McCard","M",49,"3000",28,"Compensation Analyst","Financial Services","Affluent Customer","No",22
"Evelina Bavin","F",49,"3901",98,"Marketing Manager","Argiculture","High Net Worth","No",12
"Adrianne Raoux","F",49,"2212",22,"Technical Writer","Manufacturing","Affluent Customer","Yes",20
"Samuele Roycroft","M",49,"3187",75,"Senior Quality Engineer","Financial Services","Mass Customer","Yes",14
"Duke Allnatt","M",49,"600",65,"Nurse","Argiculture","Mass Customer","Yes",8
"Andrew Blunt","M",49,"2162",49,"Paralegal","Financial Services","High Net Worth","Yes",10
"Hilarius Trenbey","M",49,"3088",92,"Research Assistant IV","Retail","Affluent Customer","Yes",17
"Erasmus Winckworth","M",49,"2978",96,"Programmer IV","Manufacturing","Affluent Customer","No",10
"Mireielle Jeppe","F",49,"186",46,"Software Test Engineer I","Financial Services","Mass Customer","No",3
"Kariotta Ludman","F",49,"904",51,"Database Administrator II","Telecommunications","High Net Worth","Yes",11
"Raquela Yuille","F",49,"378",98,"Senior Developer","Retail","Mass Customer","No",17
"Hedda Lathom","F",49,"1200",38,"Librarian","Entertainment","High Net Worth","No",18
"Jeffie Mortell","M",49,"3684",13,"Food Chemist","Health","High Net Worth","Yes",4
"Mason Kohrsen","M",49,"484",64,"Programmer IV","Manufacturing","Mass Customer","No",22
"Fields Langdon","M",49,"87",78,"Editor","Financial Services","Mass Customer","No",8
"Gisela Partener","F",49,"2287",53,"Human Resources Assistant I","Telecommunications","High Net Worth","No",20
"Dahlia Eddoes","F",49,"68",37,"Information Systems Manager","Manufacturing","Affluent Customer","No",9
"Melessa Delyth","F",49,"1581",26,"Recruiter","Argiculture","Mass Customer","No",13
"Smith Babbs","M",49,"1172",48,"Recruiter","Manufacturing","Mass Customer","Yes",17
"Tatum Askem","F",49,"2879",62,"Executive Secretary","Argiculture","Mass Customer","Yes",5
"Guglielmo Yele","M",49,"1298",35,"Research Nurse","Health","Mass Customer","No",16
"Saunder Camerati","M",49,"1157",69,"Research Nurse","Health","Affluent Customer","Yes",17
"King Hoston","M",49,"2271",96,"Recruiter","Telecommunications","Mass Customer","Yes",18
"Albertine Fibbitts","F",49,"2954",23,"Pharmacist","Health","Mass Customer","No",16
"Cathy Powter","F",49,"2258",63,"Account Executive","Retail","High Net Worth","No",7
"Miles Fallows","M",49,"1851",20,"Account Representative II","Argiculture","Mass Customer","No",13
"Cris Chellam","F",49,"305",1,"Financial Analyst","Financial Services","Mass Customer","No",11
"Sherrie Kingaby","F",49,"3041",20,"Physical Therapy Assistant","Retail","Mass Customer","Yes",11
"Felicle Beneze","F",49,"441",74,"Analyst Programmer","IT","Mass Customer","No",11
"Reginald Dartan","M",49,"237",18,"Account Coordinator","Property","High Net Worth","Yes",11
"Beitris","F",49,"211",6,"VP Marketing","Manufacturing","Mass Customer","Yes",5
"Gardiner Spehr","M",49,"2887",42,"Speech Pathologist","Financial Services","High Net Worth","Yes",18
"Moreen Zoren","F",49,"2621",24,"Assistant Media Planner","Entertainment","High Net Worth","No",15
"Charyl Sibson","F",49,"2015",6,"Health Coach IV","Health","Affluent Customer","No",7
"Tabbi Tyght","F",49,"2872",52,"Assistant Professor","Health","Affluent Customer","Yes",17
"Ola Lenoir","F",49,"2284",83,"Staff Accountant IV","Telecommunications","High Net Worth","No",14
"Wanids Baudet","F",49,"2127",66,"Web Designer I","Manufacturing","Mass Customer","No",7
"Elicia Dahler","F",49,"317",26,"Automation Specialist II","Entertainment","Mass Customer","Yes",14
"Normand Ganderton","M",49,"1768",36,"Programmer I","Manufacturing","High Net Worth","No",13
"Shirley Brook","F",49,"942",31,"Director of Sales","Financial Services","Mass Customer","Yes",14
"Estevan Rylett","M",49,"2591",50,"Marketing Assistant","Retail","High Net Worth","No",13
"Tony Cordsen","F",49,"890",55,"Dental Hygienist","Health","Mass Customer","Yes",15
"Gayelord Lipman","M",49,"2492",35,"Design Engineer","Manufacturing","High Net Worth","No",9
"Duff Guyer","M",49,"2010",88,"Data Coordiator","Manufacturing","High Net Worth","Yes",7
"Linea","F",49,"2073",87,"Sales Associate","Manufacturing","High Net Worth","Yes",10
"Patrica Donativo","F",49,"1952",35,"Payment Adjustment Coordinator","Health","Mass Customer","Yes",9
"Anstice Dunsmuir","F",49,"3701",93,"Physical Therapy Assistant","Financial Services","Affluent Customer","No",9
"Valeria Ladyman","F",49,"468",11,"Software Test Engineer I","Property","High Net Worth","Yes",8
"Alexia Wolford","F",49,"768",5,"Web Developer IV","Argiculture","Affluent Customer","Yes",21
"Megan Perrygo","F",49,"3639",49,"Food Chemist","Health","High Net Worth","No",15
"June Haslam","F",49,"2034",87,"Speech Pathologist","Manufacturing","Mass Customer","No",8
"Allissa Brinklow","F",49,"497",96,"Environmental Tech","Property","Mass Customer","Yes",11
"Renaud Gahagan","M",49,"1937",69,"Quality Engineer","Health","Mass Customer","No",19
"Geneva McCrystal","F",49,"2964",36,"Product Engineer","Telecommunications","Mass Customer","Yes",14
"Carly Struys","F",49,"2636",35,"Nuclear Power Engineer","Manufacturing","High Net Worth","Yes",14
"Hannis Jakubovits","F",50,"3153",87,"Compensation Analyst","Financial Services","High Net Worth","No",15
"Waiter Piscopello","M",50,"3524",38,"Design Engineer","Financial Services","Mass Customer","Yes",18
"Tirrell Cosgreave","M",50,"1837",9,"Account Coordinator","Manufacturing","Mass Customer","Yes",19
"Ellis Vokes","M",50,"2111",98,"Speech Pathologist","Property","Affluent Customer","Yes",12
"Sibyl Gudge","M",50,"2389",18,"Desktop Support Technician","Retail","High Net Worth","No",7
"Koressa Maris","F",50,"845",51,"Associate Professor","Manufacturing","Mass Customer","No",3
"Beverie Bosanko","F",50,"818",17,"Chemical Engineer","Manufacturing","Mass Customer","No",11
"Bendicty Powrie","M",50,"1965",81,"Web Designer III","Retail","Mass Customer","Yes",3
"Rea Pattrick","F",50,"147",32,"Analog Circuit Design manager","Health","Mass Customer","Yes",10
"Stesha Miners","F",50,"3434",20,"Account Coordinator","Health","Mass Customer","No",16
"Guendolen Betterton","F",50,"1598",87,"Safety Technician III","Manufacturing","Mass Customer","No",11
"Ham Mayoh","M",50,"733",25,"Sales Associate","Manufacturing","Mass Customer","No",13
"Emmi Dymock","F",50,"1259",23,"Assistant Professor","Financial Services","Mass Customer","No",9
"Tucky Pizzie","M",50,"1903",8,"Project Manager","Financial Services","High Net Worth","Yes",4
"Ignazio Milby","M",50,"1019",42,"Human Resources Assistant II","Manufacturing","Mass Customer","Yes",14
"Karole Grinin","F",50,"1497",70,"Marketing Assistant","Retail","High Net Worth","No",14
"Boris Syres","M",50,"1931",85,"Senior Developer","Health","Affluent Customer","No",6
"Kandace Desesquelle","F",50,"3575",82,"Administrative Assistant I","IT","Affluent Customer","Yes",13
"Ilysa Palle","F",50,"2799",80,"VP Product Management","Retail","Mass Customer","Yes",18
"Tamiko Fergie","F",50,"1913",36,"Dental Hygienist","Health","Mass Customer","Yes",17
"Allard Skipton","M",50,"2552",1,"Systems Administrator III","Manufacturing","Affluent Customer","Yes",17
"Maritsa Bellison","F",50,"2285",71,"Quality Control Specialist","Health","High Net Worth","No",5
"Minni Deegin","F",50,"651",76,"Tax Accountant","Health","Affluent Customer","No",13
"Patrizius","M",50,"3999",11,"Environmental Tech","Manufacturing","Affluent Customer","Yes",10
"Ammamaria Standbridge","F",50,"729",30,"Analog Circuit Design manager","Health","Affluent Customer","No",11
"Erik Kenneford","M",50,"3530",19,"Staff Scientist","Health","High Net Worth","Yes",8
"Matthieu Schruur","M",50,"1213",80,"Accounting Assistant II","Manufacturing","High Net Worth","No",15
"Meridel Rawet","F",50,"797",51,"Internal Auditor","Financial Services","Mass Customer","No",19
"Kim","F",50,"780",24,"Professor","Financial Services","Mass Customer","No",20
"Fee Zellmer","M",50,"28",5,"Senior Quality Engineer","Health","Affluent Customer","Yes",21
"Alina Rickson","F",50,"1198",73,"Sales Representative","Retail","High Net Worth","No",7
"Atlante Sonley","F",50,"1126",77,"Executive Secretary","Manufacturing","Mass Customer","No",14
"Sarajane Mortimer","F",50,"3832",30,"Safety Technician III","Financial Services","High Net Worth","No",9
