"customer_name","gender","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","lat","lon","age_group","job_type","Median salary or wages"
"Arman Yakubov","M",68,"Property","High Net Worth","Yes",17,"11121","Jackson Crossing",2323,"NSW","Australia",4,-32.7831400035211,151.567845588058,"45-54","Managerial",50658
"Mandie MacAdie","F",39,"Telecommunications","High Net Worth","No",13,"1009","Roxbury Point",2110,"NSW","Australia",11,-33.83521321,151.15499629922,"45-54","Managerial",63191
"Morganica Bentke","F",40,"IT","Affluent Customer","Yes",21,"19453","Ramsey Point",3067,"VIC","Australia",11,-37.8036908346473,144.995600572728,"45-54","Administrative",56639
"Mikol Eck","M",99,"Financial Services","Mass Customer","Yes",21,"15621","Twin Pines Crossing",4130,"QLD","Australia",9,-27.6678122175926,153.200216960709,"45-54","Managerial",51748
"Leighton Firbanks","M",51,"Retail","Affluent Customer","No",21,"7234","Sycamore Pass",4178,"QLD","Australia",3,-27.4460875469498,153.160821211631,"45-54","Other",53250
"Andy Deeming","M",79,"Manufacturing","Affluent Customer","Yes",7,"63386","Talisman Hill",4556,"QLD","Australia",8,-26.6739260196765,153.073408089854,"35-44","Administrative",45026
"Darwin Bumpas","M",24,"Health","Affluent Customer","Yes",18,"6812","Gina Point",3082,"VIC","Australia",7,-37.6693415014391,145.065420949923,"45-54","Other",47850
"Babara Sissel","F",50,"IT","Mass Customer","Yes",21,"5","Ohio Road",3169,"VIC","Australia",10,-37.9362265282759,145.116828110295,"45-54","Technical",44718
"Rodolphe Glenton","M",88,"Financial Services","Affluent Customer","No",11,"4787","Golf Terrace",3163,"VIC","Australia",7,-37.8903348670455,145.057028749031,"45-54","Technical",52534
"Olia O' Mullan","F",77,"Health","Mass Customer","No",8,"6315","Mendota Parkway",2263,"NSW","Australia",7,-33.2575399661765,151.527607405928,"45-54","Other",43702
"Joane Caldes","F",84,"Financial Services","High Net Worth","Yes",13,"42","3rd Plaza",2250,"NSW","Australia",7,-33.4177301953368,151.32933541699,"45-54","Quantitative",48472
"Martino Scoles","M",18,"Financial Services","Mass Customer","No",14,"47","Scofield Junction",3620,"VIC","Australia",4,-36.3162388888889,145.046410341162,"45-54","Technical",43730
"Claudetta Ricciardiello","F",61,"Financial Services","Mass Customer","Yes",21,"31","Schurz Parkway",3181,"VIC","Australia",8,-37.8492267108491,144.99527656236,"45-54","Other",57515
"Harland Messenger","M",90,"Retail","Mass Customer","No",8,"27","Crownhardt Center",3934,"VIC","Australia",10,-38.2608064527778,145.039308800736,"45-54","Technical",48444
"Normy Goodinge","F",5,"IT","Mass Customer","No",4,"7232","Fulton Parkway",3810,"VIC","Australia",5,-38.0746169223958,145.461281269667,"65+","Other",48046
"Hatti Carletti","F",35,"IT","Affluent Customer","Yes",11,"6","Iowa Center",2519,"NSW","Australia",9,-34.388985811351,150.881317370191,"65+","Administrative",49731
"Rozamond Turtle","M",69,"IT","Mass Customer","Yes",3,"57025","New Castle Street",3850,"VIC","Australia",3,-38.1071402681818,147.065468746622,"25-34","Administrative",45604
"Tamas Swatman","M",65,"Entertainment","Affluent Customer","No",5,"78","Clarendon Drive",4551,"QLD","Australia",8,-26.8070359170543,153.121601431189,"25-34","Administrative",44940
"Tracy Andrejevic","F",71,"IT","Mass Customer","Yes",11,"5675","Burning Wood Trail",3030,"VIC","Australia",7,-37.8932562855869,144.703941958861,"35-44","Technical",52900
"Agneta McAmish","F",66,"IT","Mass Customer","No",15,"5773","Acker Way",4207,"QLD","Australia",6,-27.7299240994603,153.191237398608,"35-44","Technical",47124
"Gregg Aimeric","M",52,"IT","Mass Customer","No",7,"72423","Surrey Street",3753,"VIC","Australia",5,-37.475149,144.949192735725,"55-64","Other",54000
"Johna Bunker","F",93,"IT","Mass Customer","Yes",14,"3686","Waubesa Way",3065,"VIC","Australia",6,-37.8012616593297,144.979820036753,"35-44","Quantitative",52692
"Harlene Nono","F",69,"IT","Mass Customer","No",12,"307","Namekagon Crossing",2170,"NSW","Australia",7,-33.9264704636,150.912612024628,"65+","Managerial",49851
"Gerianne Kaysor","F",15,"IT","Affluent Customer","No",5,"882","Toban Lane",2121,"NSW","Australia",11,-33.7710730982759,151.079969860376,"45-54","Managerial",54992
"Chicky Sinclar","F",43,"IT","High Net Worth","Yes",0,"5","Red Cloud Place",3222,"VIC","Australia",4,-38.1963847382353,144.565463964995,"45-54","Other",44658
"Adriana Saundercock","F",20,"IT","High Net Worth","Yes",14,"82","Gina Junction",3806,"VIC","Australia",7,-38.0362726072078,145.339344408016,"55-64","Healthcare",51172
"Dmitri Viant","M",62,"Financial Services","Affluent Customer","No",5,"95960","Warner Parkway",3842,"VIC","Australia",1,-38.312380675,146.421621260363,"65+","Other",43864
"Porty Hansed","M",88,"IT","Mass Customer","No",13,"768","Southridge Drive",2112,"NSW","Australia",11,-33.8136492514493,151.113765683921,"25-34","Managerial",54463
"Shara Bramhill","F",24,"IT","Affluent Customer","No",2,"1","Bunker Hill Drive",2230,"NSW","Australia",10,-34.0610239921569,151.148743303068,"35-44","Managerial",58047
"Roth Crum","M",0,"IT","Mass Customer","No",2,"276","Anthes Court",2450,"NSW","Australia",6,-30.3542454039365,153.057892429229,"55-64","Administrative",42274
"Pauline Dallosso","F",82,"IT","Affluent Customer","Yes",0,"9594","Badeau Street",2050,"NSW","Australia",10,-33.8881745158333,151.176921825273,"25-34","Technical",66921
