"customer_name","gender","customer_id","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Target","lat","lon","age_group","job_type","Median salary or wages"
"Louella Mandifield","F","2979",39,"Retail","Mass Customer","No",18,"8594","Warner Park",3053,"VIC","Australia",6,"Low-Value",-37.8000966223529,144.966383154533,"45-54","Quantitative",38998
"Burty Strutz","M","2433",38,"Manufacturing","High Net Worth","Yes",8,"618","Kropf Drive",2261,"NSW","Australia",9,"High-Value",-33.3532840198413,151.470188067694,"45-54","Healthcare",46714
"Nickie Neissen","M","399",26,"Manufacturing","Affluent Customer","Yes",16,"47226","Algoma Place",4305,"QLD","Australia",3,"Mid-Value",-27.6149785314002,152.753023296701,"45-54","Technical",49540
"Gordon Gowar","M","93",63,"Retail","Mass Customer","Yes",10,"2","Mcbride Road",3070,"VIC","Australia",10,"Low-Value",-37.7782767710431,145.001878310909,"45-54","Managerial",55435
"Thorin Grimoldby","M","414",12,"Health","High Net Worth","No",10,"84549","Jenifer Crossing",2570,"NSW","Australia",8,"Mid-Value",-34.0126402475969,150.71829235355,"45-54","Other",56069
"Duff Kemble","M","2227",45,"Property","Affluent Customer","Yes",9,"60650","Mcbride Point",3918,"VIC","Australia",7,"Mid-Value",-38.3329437,145.165179,"45-54","Other",46829
"Hollie MacEllen","F","2960",6,"Property","Mass Customer","Yes",16,"3","Comanche Court",2537,"NSW","Australia",4,"Low-Value",-35.9161927475117,150.080694890908,"45-54","Technical",39597
"Siegfried Hulmes","M","2917",21,"Manufacturing","Affluent Customer","No",18,"937","Sloan Center",4118,"QLD","Australia",6,"Low-Value",-27.6623639442857,153.018341358523,"45-54","Administrative",48945
"Emeline Jorioz","F","550",16,"Retail","Mass Customer","No",15,"1949","Pepper Wood Pass",3168,"VIC","Australia",6,"High-Value",-37.9123444207904,145.140034415705,"45-54","Administrative",39706
"Shel Duke","F","3387",19,"Manufacturing","Affluent Customer","Yes",15,"513","Hauk Street",2261,"NSW","Australia",9,"Mid-Value",-33.3532840198413,151.470188067694,"45-54","Managerial",46714
"Romona Capitano","F","365",98,"Property","High Net Worth","No",15,"411","Homewood Lane",4020,"QLD","Australia",5,"Mid-Value",-27.2099284205882,153.112032144127,"45-54","Managerial",49785
"Ellissa Stanney","F","1481",93,"Financial Services","Affluent Customer","No",14,"38","North Court",2333,"NSW","Australia",3,"High-Value",-32.2931169630435,150.837280007368,"45-54","Technical",55146
"Tully","M","2461",89,"Health","Affluent Customer","No",17,"60","Sycamore Lane",2148,"NSW","Australia",9,"Mid-Value",-33.7746678359649,150.902494340217,"45-54","Healthcare",49140
"Emma Mates","F","2489",42,"Retail","Mass Customer","No",15,"9","Spaight Place",2102,"NSW","Australia",9,"High-Value",-33.6884926339286,151.295431634987,"45-54","Healthcare",56748
"Braden Lamming","M","1048",99,"Retail","Affluent Customer","No",15,"31111","Hoepker Road",3034,"VIC","Australia",9,"Low-Value",-37.7571143,144.864537647522,"45-54","Other",50679
"Skylar Brise","M","2196",66,"Retail","High Net Worth","Yes",7,"6779","Melrose Way",2450,"NSW","Australia",7,"Low-Value",-30.3542454039365,153.057892429229,"45-54","Managerial",42274
"Abe Pilley","M","1078",69,"Manufacturing","Mass Customer","No",20,"356","Petterle Way",2193,"NSW","Australia",9,"High-Value",-33.9121510947096,151.120812641441,"45-54","Administrative",52153
"Evonne Southan","F","1114",96,"Retail","Mass Customer","No",14,"184","Roth Pass",4211,"QLD","Australia",7,"Low-Value",-28.0244485640352,153.274217931672,"45-54","Technical",46451
"Genni Larway","F","316",72,"Manufacturing","Mass Customer","Yes",10,"4270","Loeprich Lane",3064,"VIC","Australia",7,"High-Value",-37.5844135765066,144.932992711957,"45-54","Technical",48045
"Cazzie Gravell","M","3231",84,"Retail","Affluent Customer","Yes",16,"7","Bayside Point",3085,"VIC","Australia",8,"High-Value",-37.7215381504673,145.100004126833,"45-54","Administrative",54600
"Mick Boutellier","M","2460",88,"Manufacturing","High Net Worth","Yes",12,"40","Ilene Drive",3690,"VIC","Australia",1,"Low-Value",-36.1368317263675,146.870722025157,"45-54","Healthcare",46941
"Denney Cretney","M","1034",16,"Financial Services","High Net Worth","Yes",3,"9","Forest Circle",2324,"NSW","Australia",3,"Low-Value",-32.7319085934959,151.838937619334,"45-54","Quantitative",45802
"Alley Fitchell","M","2191",2,"IT","Mass Customer","Yes",4,"28928","Mariners Cove Pass",3040,"VIC","Australia",11,"High-Value",-37.7499508292453,144.919414374456,"45-54","Administrative",53942
"Bell Carley","F","2564",18,"Health","Mass Customer","No",15,"1","Mendota Drive",2107,"NSW","Australia",11,"Low-Value",-33.6290786594861,151.327077452658,"45-54","Technical",49793
"Pail Ashplant","M","492",54,"Financial Services","Mass Customer","No",21,"11731","3rd Hill",3004,"VIC","Australia",9,"Low-Value",-37.8397238401709,144.975415088188,"45-54","Other",59385
"Early Saggs","M","2760",55,"Property","Mass Customer","No",11,"18","School Alley",4655,"QLD","Australia",3,"Mid-Value",-25.3039471948806,152.858217565573,"45-54","Other",41960
"Reese Titterington","M","1069",85,"Telecommunications","Mass Customer","No",15,"6","Sycamore Drive",4053,"QLD","Australia",7,"Low-Value",-27.4003306967121,152.992586381134,"45-54","Other",56792
"Basilius Coupe","M","41",64,"Health","Mass Customer","No",16,"7188","Cody Way",3350,"VIC","Australia",9,"High-Value",-37.5514123740556,143.830720560314,"45-54","Healthcare",46172
"Melissa Purple","F","990",56,"Manufacturing","Mass Customer","Yes",14,"21780","Service Park",2560,"NSW","Australia",7,"High-Value",-34.0862672238874,150.809804183538,"45-54","Other",50249
"Astrid Mac Giolla Pheadair","F","2921",15,"Financial Services","Mass Customer","No",7,"210","Prairie Rose Hill",4060,"QLD","Australia",9,"Mid-Value",-27.4427596335901,152.986416494925,"45-54","Other",60295
"Leanna Cromb","F","3491",69,"Financial Services","Affluent Customer","No",10,"82","Dahle Crossing",3195,"VIC","Australia",10,"Low-Value",-38.0126813861348,145.104881110735,"45-54","Technical",55386
"Yale Tanser","M","65",21,"Financial Services","Affluent Customer","Yes",15,"308","Jana Crossing",2153,"NSW","Australia",10,"Low-Value",-33.7534401900469,150.998019385312,"45-54","Managerial",59130
"Patten Laytham","M","1894",86,"Manufacturing","High Net Worth","Yes",17,"49","Fulton Park",3156,"VIC","Australia",8,"Mid-Value",-37.888409615614,145.267458743136,"45-54","Technical",49048
"Mel Shoebottom","F","3057",96,"IT","Mass Customer","No",9,"40","Bowman Crossing",2031,"NSW","Australia",10,"Mid-Value",-33.9155030186822,151.24522472049,"45-54","Administrative",64202
"Alina Wilsey","F","465",54,"Financial Services","Affluent Customer","Yes",14,"3469","Service Road",2770,"NSW","Australia",5,"High-Value",-33.7571859536543,150.814152072592,"45-54","Technical",46224
"Page Farthin","M","2773",69,"Manufacturing","Mass Customer","Yes",20,"0","Debs Lane",3204,"VIC","Australia",7,"High-Value",-37.9165479583333,145.03897444773,"45-54","Technical",53901
"Noreen Matelaitis","F","2847",50,"Health","Mass Customer","No",12,"48418","Crescent Oaks Court",2770,"NSW","Australia",9,"Mid-Value",-33.7571859536543,150.814152072592,"45-54","Healthcare",46224
"Barn Sainsberry","M","2425",32,"Manufacturing","Mass Customer","Yes",11,"16","Dwight Court",2154,"NSW","Australia",10,"High-Value",-33.7425245745204,151.006944466203,"45-54","Technical",57294
"Thor Rickardsson","M","2577",78,"Property","Mass Customer","Yes",10,"80","Cambridge Plaza",2159,"NSW","Australia",11,"Low-Value",-33.6290663576923,151.056996133086,"45-54","Other",50100
"Bradford Monkton","M","2726",49,"Financial Services","Affluent Customer","No",4,"15776","Thackeray Alley",2261,"NSW","Australia",7,"High-Value",-33.3532840198413,151.470188067694,"45-54","Other",46714
"Johnnie Prujean","M","2445",46,"Retail","Affluent Customer","No",18,"8147","Dapin Hill",2280,"NSW","Australia",8,"High-Value",-33.0243177092593,151.659302936277,"45-54","Technical",48399
"Adria MacRorie","F","1393",96,"Manufacturing","Mass Customer","No",20,"12","Alpine Lane",3754,"VIC","Australia",8,"Mid-Value",-37.6098223439227,145.100091487283,"45-54","Other",52305
"Fina Merali","F","7",6,"Financial Services","Affluent Customer","Yes",11,"4","Delaware Trail",2210,"NSW","Australia",9,"Low-Value",-33.9503356200758,151.0572469449,"45-54","Managerial",49484
"Kora Paoli","F","1595",15,"Financial Services","High Net Worth","Yes",11,"8","Warrior Avenue",3197,"VIC","Australia",9,"Mid-Value",-38.0726094675,145.125579533179,"45-54","Technical",51812
"Andrea Funcheon","M","491",45,"Property","Affluent Customer","Yes",19,"31","Twin Pines Trail",3775,"VIC","Australia",10,"Mid-Value",-37.6321763978221,145.401898490652,"45-54","Healthcare",47020
"Stern Ilyenko","M","3197",83,"Health","High Net Worth","No",14,"8","Havey Alley",2031,"NSW","Australia",8,"High-Value",-33.9155030186822,151.24522472049,"45-54","Technical",64202
"Johan Dudderidge","M","3168",89,"Health","Affluent Customer","No",22,"88","Rutledge Crossing",4215,"QLD","Australia",7,"Low-Value",-27.962496031677,153.406879311547,"45-54","Managerial",41612
"Conny Starbeck","F","3218",38,"Argiculture","Mass Customer","Yes",22,"8200","Dapin Drive",4503,"QLD","Australia",4,"Low-Value",-27.2353301176035,152.976109015268,"45-54","Managerial",49716
"Jaime Warkup","M","569",30,"IT","Mass Customer","No",10,"35631","Colorado Crossing",2630,"NSW","Australia",2,"Low-Value",-36.2348898732824,149.117547081127,"45-54","Managerial",43819
"Korry Cosgrove","F","496",25,"Financial Services","Affluent Customer","Yes",11,"61293","Delladonna Way",2015,"NSW","Australia",9,"Mid-Value",-33.9096310401534,151.199682722047,"45-54","Technical",69480
"Alexis Aronov","M","1284",30,"Entertainment","Affluent Customer","No",11,"1","Namekagon Plaza",4306,"QLD","Australia",8,"Low-Value",-27.5407665098457,152.809663510874,"45-54","Other",54182
"Tadd Bloss","M","161",49,"Entertainment","Mass Customer","No",16,"3723","Bunker Hill Circle",2065,"NSW","Australia",10,"Low-Value",-33.8254618310602,151.200535088518,"45-54","Technical",73452
"Stefano Thornborrow","M","920",89,"Health","Mass Customer","Yes",19,"21","Dwight Crossing",2062,"NSW","Australia",10,"Low-Value",-33.8263320192983,151.211547007026,"45-54","Technical",78604
"Evanne Bentote","F","3416",6,"Manufacturing","Mass Customer","Yes",11,"2","Starling Pass",3155,"VIC","Australia",7,"Low-Value",-37.8624396528939,145.26044251784,"45-54","Technical",49170
"Celia Dockerty","F","1176",7,"Retail","Affluent Customer","Yes",7,"6541","Dahle Junction",2212,"NSW","Australia",9,"Low-Value",-33.94952798,151.014887240006,"45-54","Technical",51637
"Isacco Woodwind","M","1042",0,"Manufacturing","High Net Worth","Yes",11,"94","Green Road",2216,"NSW","Australia",11,"Mid-Value",-33.9513570326087,151.146062355908,"45-54","Technical",47253
"Winny Girtin","M","624",44,"Manufacturing","Mass Customer","Yes",13,"575","Prentice Road",2168,"NSW","Australia",8,"Low-Value",-33.9135284625,150.877696297317,"45-54","Administrative",46604
"Cleveland Spilling","M","1374",76,"Manufacturing","Mass Customer","No",8,"393","Warrior Crossing",3190,"VIC","Australia",10,"High-Value",-37.9531330299204,145.037148480753,"45-54","Technical",56274
"Anderea Dallewater","F","944",53,"Manufacturing","Mass Customer","No",15,"9","Colorado Trail",3799,"VIC","Australia",3,"Low-Value",-37.7450135558823,145.693437646091,"45-54","Quantitative",42920
"Alexandr Maylard","M","1530",89,"Health","Mass Customer","Yes",9,"84749","Holy Cross Terrace",2767,"NSW","Australia",8,"High-Value",-33.7663539035714,150.871047304662,"45-54","Healthcare",52064
"Carl Penquet","M","2102",80,"Retail","Affluent Customer","No",5,"434","Eggendart Circle",2260,"NSW","Australia",12,"High-Value",-33.4295432767857,151.431823256636,"45-54","Other",49358
"Karlis Alner","M","1664",11,"Manufacturing","Affluent Customer","Yes",9,"9161","Macpherson Terrace",4680,"QLD","Australia",2,"Mid-Value",-23.8743616347572,151.258076945687,"45-54","Technical",59828
"Goran Kwietek","M","101",83,"Manufacturing","High Net Worth","No",11,"9554","Artisan Pass",2150,"NSW","Australia",10,"High-Value",-33.8120166032374,151.009264713558,"45-54","Healthcare",50228
"Shaughn Salters","M","1094",48,"Health","High Net Worth","No",19,"6","Heffernan Junction",4074,"QLD","Australia",7,"Mid-Value",-27.5506185256115,152.925313979753,"45-54","Other",54609
"Colline Coulman","F","1118",95,"Retail","Mass Customer","Yes",9,"20519","Katie Circle",2152,"NSW","Australia",8,"Mid-Value",-33.7880327645833,150.995483467377,"45-54","Administrative",59374
"Ulberto Haking","M","2851",36,"Entertainment","Affluent Customer","Yes",16,"11035","Toban Lane",2770,"NSW","Australia",8,"High-Value",-33.7571859536543,150.814152072592,"45-54","Technical",46224
"Alysia Cantrill","F","1467",1,"Manufacturing","Mass Customer","Yes",6,"11606","Myrtle Street",2207,"NSW","Australia",8,"High-Value",-33.9346240427503,151.128902289408,"45-54","Technical",50715
"Johnathan Audiss","M","580",83,"Financial Services","Mass Customer","Yes",14,"7046","Surrey Road",2287,"NSW","Australia",7,"Mid-Value",-32.8938571483333,151.659698994653,"45-54","Technical",49740
"Georgena Guilaem","F","1117",83,"Property","Affluent Customer","No",14,"98","Schiller Junction",2747,"NSW","Australia",9,"Low-Value",-33.7552136666747,150.752381214054,"45-54","Technical",52798
"Randolph Redihalgh","M","456",47,"Manufacturing","Affluent Customer","Yes",17,"572","Gerald Trail",2145,"NSW","Australia",7,"Low-Value",-33.8133842931533,150.955551059031,"45-54","Technical",53591
"Templeton Hambrook","M","175",36,"Manufacturing","Affluent Customer","No",5,"52273","Bay Place",3145,"VIC","Australia",11,"Mid-Value",-37.8817622359082,145.061154065059,"45-54","Technical",52972
"Regan Botly","M","2958",10,"Manufacturing","Affluent Customer","Yes",14,"337","Brentwood Pass",2529,"NSW","Australia",8,"High-Value",-34.5818499128641,150.848430029063,"45-54","Healthcare",50348
"Amie Felgate","F","2844",98,"Financial Services","Mass Customer","Yes",13,"20","Carberry Circle",2165,"NSW","Australia",7,"Mid-Value",-33.8678372055556,150.946312877284,"45-54","Managerial",43605
"Mitch Rains","M","792",10,"Argiculture","High Net Worth","Yes",4,"4085","Jackson Hill",2830,"NSW","Australia",7,"High-Value",-32.2286077673692,148.647786354522,"45-54","Technical",47520
"Lorry Booley","F","1008",47,"Health","Mass Customer","No",21,"486","Atwood Pass",2065,"NSW","Australia",12,"High-Value",-33.8254618310602,151.200535088518,"45-54","Other",73452
"Natala Thorndale","F","1020",29,"IT","Affluent Customer","No",13,"16395","Nevada Lane",2145,"NSW","Australia",10,"Low-Value",-33.8133842931533,150.955551059031,"45-54","Other",53591
"Megen Lorenc","F","2794",41,"Health","Mass Customer","Yes",18,"1209","Southridge Hill",2216,"NSW","Australia",8,"High-Value",-33.9513570326087,151.146062355908,"45-54","Other",47253
"Fenelia Dockrell","F","2608",44,"Health","Affluent Customer","Yes",6,"28634","Nova Circle",3127,"VIC","Australia",12,"High-Value",-37.828240135,145.104920684013,"45-54","Technical",56154
"Arabel Kayser","F","1679",92,"Health","Mass Customer","Yes",13,"2","Pankratz Place",2063,"NSW","Australia",11,"Low-Value",-33.81053961,151.219543481677,"45-54","Technical",66239
"Stearn Boutton","M","2691",41,"Entertainment","Mass Customer","No",18,"7","Springview Lane",2256,"NSW","Australia",6,"Mid-Value",-33.4955734523256,151.315938610158,"45-54","Other",46706
"Winifred MacRonald","F","1438",27,"Health","Mass Customer","Yes",14,"53649","Mandrake Place",2749,"NSW","Australia",8,"High-Value",-33.7156479520833,150.68557122811,"45-54","Other",54543
"Lela Carrell","F","3275",24,"Manufacturing","Mass Customer","No",6,"7917","Norway Maple Way",2074,"NSW","Australia",11,"High-Value",-33.7202793343309,151.141275449898,"45-54","Technical",64253
"Amaleta Slafford","F","1844",71,"Financial Services","Mass Customer","No",12,"327","Monument Street",3201,"VIC","Australia",4,"Mid-Value",-38.097174385,145.180062152295,"45-54","Technical",49007
"Easter Laffoley-Lane","F","403",40,"Manufacturing","Mass Customer","Yes",17,"32571","Dixon Center",3337,"VIC","Australia",3,"Mid-Value",-37.6697798057692,144.571605582091,"45-54","Other",48100
"Hilton Gladwell","M","1559",63,"Health","High Net Worth","Yes",12,"2","Darwin Parkway",2118,"NSW","Australia",9,"Mid-Value",-33.7820597050026,151.03366811285,"45-54","Healthcare",50888
"Tish Mowett","F","1062",32,"Health","Mass Customer","No",14,"6","Pankratz Crossing",2228,"NSW","Australia",11,"High-Value",-34.0358302764706,151.103886813544,"45-54","Other",54632
"Hyacinthia Settle","F","2974",1,"Financial Services","High Net Worth","No",15,"98","Tomscot Center",3442,"VIC","Australia",7,"Low-Value",-37.3266219916667,144.540852618525,"45-54","Technical",52704
"Bernelle Warwick","F","1150",64,"Financial Services","Mass Customer","Yes",13,"1","Raven Junction",4502,"QLD","Australia",4,"Low-Value",-27.2653162368421,152.974213944727,"45-54","Managerial",50333
"Trace Woodhead","M","45",64,"Financial Services","Mass Customer","No",8,"2028","Lakewood Place",2480,"NSW","Australia",3,"Mid-Value",-28.7491896334008,153.277049148567,"45-54","Technical",41942
"Jayme Hendin","M","2103",94,"Financial Services","Affluent Customer","No",18,"0","Waubesa Alley",2265,"NSW","Australia",6,"High-Value",-33.06874251,151.441266382669,"45-54","Technical",46409
"Kim Tineman","F","2855",81,"Manufacturing","Mass Customer","Yes",17,"9179","Esker Park",2155,"NSW","Australia",10,"Mid-Value",-33.6963501305118,150.933886619322,"45-54","Healthcare",61221
"Lucho Strafen","M","1085",4,"Health","Mass Customer","No",8,"75","Mesta Hill",4509,"QLD","Australia",7,"Low-Value",-27.2142446550058,153.025277069909,"45-54","Other",53595
