"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Recency","Frequency","Monetary","RFM_Score","Target"
"Tabbie Turone","M",46,2491,74,"Clinical Specialist","Health","Mass Customer","No",14,"30624","John Wall Point",3101,"VIC","Australia",7,2286,5,1588.9,121,"Low-Value"
"Pryce Larner","M",46,1728,41,"Paralegal","Financial Services","Affluent Customer","No",22,"0","Pierstorff Place",2770,"NSW","Australia",8,2226,6,3684.49,333,"Mid-Value"
"Freida Everil","F",46,428,0,"Structural Engineer","Health","High Net Worth","Yes",14,"8","Moland Pass",2065,"NSW","Australia",10,2232,8,3355.11,243,"Mid-Value"
"Cammi Ambrogioni","F",46,2475,68,"Quality Control Specialist","Manufacturing","Mass Customer","No",20,"3","Talisman Place",4017,"QLD","Australia",5,2266,7,6245.25,234,"Mid-Value"
"Simonette Cressingham","F",46,2437,90,"Marketing Manager","Financial Services","Mass Customer","Yes",18,"2","Columbus Park",3075,"VIC","Australia",7,2379,2,375.02,111,"Low-Value"
"Alix Gilliland","F",46,2036,11,"Web Designer IV","Property","Mass Customer","No",17,"18","Karstens Drive",2233,"NSW","Australia",10,2206,12,6770.24,344,"High-Value"
"Abbey Nellen","F",46,3409,75,"Desktop Support Technician","Argiculture","Mass Customer","No",16,"0","Ronald Regan Way",4870,"QLD","Australia",1,2254,7,3009.3,233,"Mid-Value"
"Osgood Stolting","M",46,3025,27,"Compensation Analyst","Financial Services","Mass Customer","Yes",9,"7609","Jackson Terrace",2155,"NSW","Australia",11,2306,2,1652.3,111,"Low-Value"
"Jeff Goodere","M",46,2332,99,"Developer III","Property","High Net Worth","Yes",10,"34","Eagan Avenue",2560,"NSW","Australia",6,2212,4,651.64,311,"Mid-Value"
"Gilburt","M",46,2894,91,"Geologist III","Financial Services","Mass Customer","Yes",22,"666","Holy Cross Parkway",4818,"QLD","Australia",4,2267,9,7544.08,244,"Mid-Value"
"Windy Orehead","F",46,3036,24,"Business Systems Development Analyst","Property","Affluent Customer","Yes",11,"2","Grim Court",2168,"NSW","Australia",8,2337,5,3750.72,123,"Low-Value"
"Darill Mowday","M",46,2156,96,"Desktop Support Technician","Retail","Mass Customer","Yes",18,"13852","Burning Wood Terrace",2199,"NSW","Australia",1,2294,6,2495.43,132,"Low-Value"
"Aundrea Reisenberg","F",46,1224,9,"Junior Executive","Manufacturing","Mass Customer","No",16,"81","American Place",2259,"NSW","Australia",6,2228,7,4250.74,234,"Mid-Value"
"Launce Lording","M",46,1666,73,"Recruiting Manager","Financial Services","Mass Customer","No",14,"17485","Tennyson Pass",2221,"NSW","Australia",10,2259,4,1518.85,211,"Low-Value"
"Hephzibah Cliffe","F",46,3009,11,"Data Coordiator","Health","High Net Worth","Yes",14,"72","Dennis Road",3805,"VIC","Australia",7,2269,4,2250.3,112,"Low-Value"
"Cathyleen Bern","F",46,411,84,"Director of Sales","Financial Services","High Net Worth","No",12,"41605","Mitchell Street",2750,"NSW","Australia",8,2368,5,2553.83,122,"Low-Value"
"Chiquita Durnall","F",46,42,24,"Accountant III","Manufacturing","Mass Customer","No",18,"1","Claremont Park",3931,"VIC","Australia",10,2292,4,427.04,111,"Low-Value"
"Laurice Colgrave","F",46,302,32,"Health Coach IV","Health","Mass Customer","No",13,"0","Orin Place",4506,"QLD","Australia",7,2457,1,182.81,111,"Low-Value"
"Barney Tilling","M",46,2477,25,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",10,"9248","Sugar Terrace",2530,"NSW","Australia",9,2221,1,802.26,311,"Mid-Value"
"Adlai Fabry","M",46,1309,95,"VP Marketing","Argiculture","Mass Customer","No",13,"515","Bunting Point",4115,"QLD","Australia",8,2263,4,1400.32,211,"Low-Value"
"Jessamine Butcher","F",46,2602,46,"Structural Analysis Engineer","Health","Mass Customer","No",3,"10","American Alley",2066,"NSW","Australia",12,2252,8,4240.08,244,"Mid-Value"
"Vina Tackell","F",46,2641,71,"Software Test Engineer I","Manufacturing","Mass Customer","Yes",12,"52753","Logan Hill",2031,"NSW","Australia",12,2192,7,2661.43,432,"High-Value"
"Samuel Stiff","M",46,764,40,"Environmental Tech","Financial Services","Mass Customer","Yes",22,"36","Helena Drive",4305,"QLD","Australia",1,2260,3,1364.06,211,"Low-Value"
"Benji O'Shirine","M",46,473,2,"Junior Executive","Health","Mass Customer","Yes",20,"29","South Point",3111,"VIC","Australia",9,2296,9,8364.66,144,"Low-Value"
"Brittaney Pring","F",46,225,84,"Pharmacist","Health","Affluent Customer","No",13,"682","Sheridan Avenue",2566,"NSW","Australia",9,2218,3,1587.55,311,"Mid-Value"
"De Denington","F",46,322,19,"Research Associate","Financial Services","Mass Customer","Yes",11,"5","Schurz Place",4350,"QLD","Australia",6,2182,11,10336.77,444,"High-Value"
"Stanwood Troillet","M",46,1657,11,"Computer Systems Analyst III","Financial Services","Mass Customer","No",5,"4","Jay Court",2763,"NSW","Australia",9,2242,5,2675.72,222,"Mid-Value"
"Renae Burns","F",46,1441,23,"Chief Design Engineer","Manufacturing","Affluent Customer","No",5,"53","Steensland Parkway",2773,"NSW","Australia",10,2339,2,562.46,111,"Low-Value"
"Gabriellia Coulter","F",46,1940,52,"Teacher","Manufacturing","High Net Worth","Yes",8,"1","Vernon Terrace",4226,"QLD","Australia",6,2257,4,3259.41,213,"Low-Value"
"Lydie Scholfield","F",46,2838,14,"Payment Adjustment Coordinator","Retail","High Net Worth","No",21,"50469","Shelley Avenue",4350,"QLD","Australia",8,2196,3,1554.34,411,"High-Value"
"Vale Whittuck","F",46,3424,39,"Automation Specialist III","Manufacturing","Affluent Customer","Yes",11,"40047","Twin Pines Parkway",3806,"VIC","Australia",8,2334,2,2056.27,112,"Low-Value"
"Harlin Parr","M",46,16,38,"Media Manager IV","Health","Mass Customer","Yes",18,"52","Moland Street",3331,"VIC","Australia",4,2280,5,4521.84,124,"Low-Value"
"Fleurette Whardley","F",46,824,97,"Financial Advisor","Financial Services","Affluent Customer","Yes",12,"9413","Holmberg Terrace",4127,"QLD","Australia",3,2190,4,4137.78,414,"High-Value"
"Ephrayim Beville","M",46,1842,89,"Accountant IV","Financial Services","Mass Customer","No",8,"9649","Cascade Way",2250,"NSW","Australia",8,2392,5,3055.85,123,"Low-Value"
"Lonni Andrichak","F",46,1816,68,"Junior Executive","Argiculture","Mass Customer","No",18,"3202","Ridge Oak Alley",4121,"QLD","Australia",9,2261,5,3352.53,223,"Mid-Value"
"Spike Thieme","M",46,387,34,"Administrative Officer","Financial Services","Mass Customer","No",22,"4604","Cordelia Drive",2144,"NSW","Australia",10,2212,3,3417.78,313,"Mid-Value"
"Reine Semken","F",46,993,71,"Account Coordinator","Argiculture","High Net Worth","No",17,"84019","Porter Trail",2871,"NSW","Australia",3,2181,9,2738.89,442,"High-Value"
"Cindie Naldrett","F",46,3161,71,"Software Engineer IV","Financial Services","Mass Customer","Yes",4,"40","Erie Plaza",3138,"VIC","Australia",9,2264,1,198.22,211,"Low-Value"
"Neddy La Grange","M",46,3305,25,"Senior Developer","Health","Mass Customer","Yes",11,"873","Ludington Plaza",2204,"NSW","Australia",10,2220,2,124.79,311,"Mid-Value"
"Roderich Mixer","M",46,3448,26,"Software Consultant","Financial Services","High Net Worth","No",9,"6691","Lindbergh Drive",2147,"NSW","Australia",9,2191,5,2616.8,422,"High-Value"
"Kylen Gimson","F",46,2059,21,"Graphic Designer","Retail","High Net Worth","No",12,"2","Sommers Drive",3181,"VIC","Australia",10,2351,4,1500.24,111,"Low-Value"
"Moritz Brognot","M",46,2638,1,"Budget/Accounting Analyst III","IT","Mass Customer","Yes",15,"3","Forest Dale Lane",2100,"NSW","Australia",11,2264,9,4047.25,243,"Mid-Value"
"Benton MacGragh","M",46,2522,42,"Web Developer IV","IT","High Net Worth","No",14,"9","Trailsway Court",2262,"NSW","Australia",9,2205,7,2744.89,332,"Mid-Value"
"Courtney Meas","F",46,1451,32,"Junior Executive","Argiculture","Mass Customer","Yes",16,"8","Mendota Plaza",2567,"NSW","Australia",9,2264,6,4060.31,233,"Mid-Value"
"Jeffry Slowly","M",46,1597,93,"Nurse Practicioner","Retail","Affluent Customer","No",14,"19","Derek Hill",2224,"NSW","Australia",10,2206,11,8710.7,344,"High-Value"
"Olvan Loadwick","M",46,2770,24,"VP Quality Control","Manufacturing","High Net Worth","Yes",13,"3","Buena Vista Crossing",2444,"NSW","Australia",6,2211,9,10028.8,344,"High-Value"
"Avis","F",46,197,32,"Administrative Assistant IV","Manufacturing","High Net Worth","No",5,"8890","Golden Leaf Street",2063,"NSW","Australia",12,2208,9,3651.71,343,"High-Value"
"Diane Busk","F",46,1752,92,"Systems Administrator II","Financial Services","Mass Customer","No",17,"5","Huxley Point",2154,"NSW","Australia",10,2209,7,3240.2,333,"Mid-Value"
"Frederik Duckett","M",46,784,10,"Accounting Assistant III","IT","High Net Worth","Yes",22,"0","Valley Edge Plaza",3201,"VIC","Australia",6,2324,2,304.07,111,"Low-Value"
"Maddy Aiskovitch","F",46,1299,72,"Media Manager IV","Telecommunications","Affluent Customer","No",12,"36072","Lakewood Gardens Court",4051,"QLD","Australia",8,2187,7,5957.78,434,"High-Value"
"Erik","M",46,2907,89,"Senior Financial Analyst","Financial Services","High Net Worth","No",8,"0","Lakeland Pass",3195,"VIC","Australia",10,2255,7,5213.35,234,"Mid-Value"
"Sibylle Cutsforth","F",46,1161,86,"Senior Quality Engineer","Retail","Mass Customer","No",15,"386","Mayfield Way",4122,"QLD","Australia",7,2193,4,2669.74,412,"High-Value"
"Kleon Pallatina","M",46,672,53,"Analog Circuit Design manager","Retail","High Net Worth","No",12,"618","Independence Pass",2800,"NSW","Australia",1,2231,3,3633.14,213,"Low-Value"
"Gilligan Mowat","F",46,1164,97,"Food Chemist","Health","Mass Customer","Yes",17,"92867","Lukken Lane",3142,"VIC","Australia",9,2334,3,346.89,111,"Low-Value"
"Cecilia Chipchase","F",46,820,12,"Financial Advisor","Financial Services","High Net Worth","No",16,"58047","Westport Road",2040,"NSW","Australia",12,2184,9,4381.48,444,"High-Value"
"Moyra Mount","F",46,2745,8,"Chemical Engineer","Manufacturing","Mass Customer","Yes",18,"198","Garrison Pass",2767,"NSW","Australia",8,2448,2,2772.1,112,"Low-Value"
"Sybila Enefer","F",46,1932,98,"Librarian","Entertainment","Affluent Customer","Yes",3,"8318","Continental Alley",3175,"VIC","Australia",7,2270,8,4328.47,144,"Low-Value"
"Cathrin Rosencrantz","F",46,3369,90,"Research Associate","Manufacturing","Mass Customer","No",10,"7234","Dawn Alley",4670,"QLD","Australia",1,2257,6,2672.28,232,"Mid-Value"
"Amble Tandy","M",47,2678,33,"Sales Associate","Health","Mass Customer","No",11,"59","Hoepker Lane",3191,"VIC","Australia",11,2294,5,2932.34,123,"Low-Value"
"Holly-anne Hamman","F",47,1860,4,"Nuclear Power Engineer","Manufacturing","Mass Customer","Yes",17,"52425","Prairie Rose Road",4500,"QLD","Australia",6,2192,6,4503.35,434,"High-Value"
"Leona Phateplace","F",47,235,30,"Social Worker","Health","Mass Customer","No",15,"98","Service Court",2018,"NSW","Australia",8,2183,11,4685.82,444,"High-Value"
"Dorrie Meaden","F",47,2661,59,"VP Marketing","Financial Services","High Net Worth","Yes",12,"17","South Crossing",2770,"NSW","Australia",7,2189,5,3638.75,423,"High-Value"
"Tiphani Fritz","F",47,3155,88,"Office Assistant I","IT","Affluent Customer","Yes",21,"5323","Chive Avenue",2486,"NSW","Australia",7,2224,4,1250.08,311,"Mid-Value"
"Bendix Olivella","M",47,1801,48,"Legal Assistant","Manufacturing","Affluent Customer","No",21,"95465","Union Plaza",4055,"QLD","Australia",7,2246,8,4098.59,243,"Mid-Value"
"Sharl Wiggin","F",47,675,37,"Administrative Assistant I","Financial Services","Mass Customer","Yes",17,"99","Cascade Crossing",2048,"NSW","Australia",12,2181,3,1396.62,411,"High-Value"
"Daron","F",47,1756,92,"Junior Executive","Manufacturing","High Net Worth","No",7,"8","Armistice Circle",3977,"VIC","Australia",6,2243,3,2046.4,212,"Low-Value"
"Vernen Hakonsen","M",47,2718,69,"Software Test Engineer II","Health","High Net Worth","Yes",14,"662","Ludington Court",3228,"VIC","Australia",9,2402,7,3783.3,133,"Low-Value"
"Brock Ride","M",47,3392,41,"Tax Accountant","Financial Services","Mass Customer","No",10,"28","Superior Center",2131,"NSW","Australia",11,2255,1,114.93,211,"Low-Value"
"Cathy Parmley","F",47,2028,25,"Director of Sales","Retail","Affluent Customer","Yes",18,"2228","Steensland Terrace",2148,"NSW","Australia",8,2221,7,3648.33,333,"Mid-Value"
"Alwin Cuberley","M",47,2317,97,"Tax Accountant","Health","Mass Customer","Yes",16,"8475","Shoshone Park",3116,"VIC","Australia",9,2234,5,2715.29,222,"Mid-Value"
"Geoff Assaf","M",47,25,72,"Accounting Assistant III","Financial Services","Mass Customer","Yes",21,"28","5th Center",4413,"QLD","Australia",3,2186,12,5333.66,444,"High-Value"
"Saraann Gilliard","F",47,2702,34,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",11,"8598","Nova Parkway",2758,"NSW","Australia",9,2200,8,7613.27,344,"High-Value"
"Valaria Hugh","F",47,1418,80,"Senior Sales Associate","IT","Affluent Customer","Yes",21,"8","Veith Alley",2750,"NSW","Australia",5,2267,5,1983.97,222,"Mid-Value"
"Sharia Allkins","F",47,2811,29,"Internal Auditor","Property","Mass Customer","No",22,"32","Banding Center",2141,"NSW","Australia",9,2206,5,2448.48,322,"Mid-Value"
"Penn Burkinshaw","M",47,395,28,"Data Coordiator","Retail","High Net Worth","Yes",9,"3","Valley Edge Trail",3444,"VIC","Australia",7,2211,6,3528.19,333,"Mid-Value"
"Dev Caghan","M",47,1848,22,"Information Systems Manager","Manufacturing","Mass Customer","No",9,"1714","Claremont Center",2474,"NSW","Australia",3,2223,6,4456.95,334,"Mid-Value"
"Tull Godehard.sf","M",47,1787,2,"Executive Secretary","Retail","High Net Worth","Yes",13,"79427","Hudson Trail",3677,"VIC","Australia",1,2181,6,4865.49,434,"High-Value"
"Basilius Spieck","M",47,717,65,"VP Product Management","Manufacturing","Mass Customer","Yes",11,"37","Banding Avenue",2567,"NSW","Australia",9,2195,6,1857.27,432,"High-Value"
"Stacy Pozzi","M",47,778,24,"Assistant Professor","Manufacturing","High Net Worth","No",13,"90","New Castle Trail",2137,"NSW","Australia",9,2444,3,698.81,111,"Low-Value"
"Odele Blackmore","F",47,3174,67,"Research Associate","Financial Services","Affluent Customer","No",9,"40","Brown Trail",2040,"NSW","Australia",12,2205,6,2346.62,332,"Mid-Value"
"Clementius Hambric","M",47,924,33,"Computer Systems Analyst II","Property","Affluent Customer","No",13,"57953","Drewry Street",2518,"NSW","Australia",10,2290,8,3479.51,143,"Low-Value"
"Marlee Brundle","F",47,3184,2,"Civil Engineer","Manufacturing","Affluent Customer","Yes",7,"696","Harbort Junction",2196,"NSW","Australia",10,2249,8,5310.3,244,"Mid-Value"
"Lynnelle Comettoi","F",47,522,64,"Business Systems Development Analyst","IT","Affluent Customer","Yes",16,"75790","Towne Avenue",4221,"QLD","Australia",9,2222,4,1663.83,311,"Mid-Value"
"Kara-lynn Doddridge","F",47,1035,77,"Operator","Retail","Affluent Customer","Yes",5,"6","Kedzie Hill",2214,"NSW","Australia",9,2194,3,485.46,411,"High-Value"
"Brendan Aird","M",47,3337,58,"Biostatistician IV","Argiculture","Mass Customer","Yes",16,"6933","Leroy Parkway",4209,"QLD","Australia",4,2187,8,4608,444,"High-Value"
"Hedi Mowday","F",47,3484,10,"Information Systems Manager","Financial Services","High Net Worth","Yes",20,"3","Butterfield Trail",4519,"QLD","Australia",6,2260,6,5112.11,234,"Mid-Value"
"Venus Sketch","F",47,1805,90,"Budget/Accounting Analyst II","Financial Services","Mass Customer","No",12,"31","Eastwood Circle",2460,"NSW","Australia",3,2271,4,634.65,111,"Low-Value"
"Chad","F",47,1712,63,"Dental Hygienist","Health","High Net Worth","Yes",7,"62","Mallard Avenue",3437,"VIC","Australia",7,2467,2,781.41,111,"Low-Value"
"Lemmy Bennit","M",47,1119,43,"Assistant Media Planner","Entertainment","Mass Customer","Yes",19,"2273","Oneill Place",2118,"NSW","Australia",11,2279,6,4825.85,134,"Low-Value"
"Bonnee Farley","F",47,3147,21,"Database Administrator IV","Retail","Affluent Customer","Yes",17,"502","John Wall Pass",3199,"VIC","Australia",7,2184,6,1273.08,431,"High-Value"
"Thorny Hackworth","M",47,204,56,"Editor","Financial Services","Mass Customer","No",5,"4","Londonderry Lane",3084,"VIC","Australia",10,2208,8,6287.29,344,"High-Value"
"Leontyne Simpkiss","F",47,364,96,"Database Administrator III","Financial Services","Affluent Customer","No",11,"18264","Maryland Way",4217,"QLD","Australia",9,2192,6,3329.97,433,"High-Value"
"Hilario Ramsdell","M",47,2140,59,"Help Desk Operator","Telecommunications","High Net Worth","No",21,"47336","Garrison Court",4670,"QLD","Australia",1,2279,8,4700.15,144,"Low-Value"
"Ferd Chominski","M",47,3181,39,"Senior Editor","Financial Services","High Net Worth","No",6,"26","Randy Road",2642,"NSW","Australia",2,2190,6,5001,434,"High-Value"
"Bearnard Letixier","M",47,3156,23,"Compensation Analyst","Financial Services","Mass Customer","No",4,"63663","Darwin Crossing",2565,"NSW","Australia",10,2185,3,311.61,411,"High-Value"
"Wolfgang Raffles","M",47,3215,14,"General Manager","Financial Services","Mass Customer","Yes",7,"743","Karstens Point",2122,"NSW","Australia",11,2247,7,7247.33,234,"Mid-Value"
"Joelle Prior","F",47,635,78,"Programmer Analyst IV","Manufacturing","Mass Customer","Yes",9,"165","Petterle Place",2145,"NSW","Australia",8,2220,6,1220.61,331,"Mid-Value"
"Gregorius Cockram","M",47,2128,31,"Data Coordiator","Property","Affluent Customer","Yes",16,"42","Saint Paul Parkway",2769,"NSW","Australia",10,2194,2,1596.3,411,"High-Value"
"Tedmund Plumm","M",47,2832,9,"Recruiter","Telecommunications","Mass Customer","Yes",9,"92610","Sutherland Place",3140,"VIC","Australia",8,2204,8,3531.57,343,"High-Value"
"Milissent Deinert","F",47,2856,53,"Marketing Manager","Financial Services","Mass Customer","Yes",13,"57","Village Green Center",2077,"NSW","Australia",10,2187,7,5583.33,434,"High-Value"
"Mercy Wilsone","F",47,637,60,"Health Coach I","Health","High Net Worth","No",13,"9427","Tennyson Plaza",2759,"NSW","Australia",8,2188,13,5402.47,444,"High-Value"
"Gracia McAteer","F",47,2173,27,"Help Desk Technician","IT","Mass Customer","Yes",22,"5","Dixon Junction",2340,"NSW","Australia",2,2338,4,2250.33,112,"Low-Value"
"Brad Tenman","M",47,2555,43,"Health Coach IV","Health","Affluent Customer","No",11,"48","Lighthouse Bay Point",2430,"NSW","Australia",7,2182,5,5495.54,424,"High-Value"
"Tessi Hesse","F",47,274,66,"Social Worker","Health","Mass Customer","Yes",14,"32062","Oak Terrace",3205,"VIC","Australia",8,2330,4,790.06,111,"Low-Value"
"Fonz Jankin","M",47,1591,4,"Operator","Manufacturing","Mass Customer","Yes",14,"54","Veith Drive",2073,"NSW","Australia",12,2210,11,5968.91,344,"High-Value"
"Diannne Teager","F",47,1577,87,"Automation Specialist I","Manufacturing","High Net Worth","No",10,"6","Hallows Pass",2118,"NSW","Australia",11,2193,7,3677,433,"High-Value"
"Lisetta","F",47,3052,72,"Teacher","Property","Mass Customer","No",18,"75","Hansons Alley",2260,"NSW","Australia",9,2235,2,666.31,211,"Low-Value"
"Kessia Helder","F",47,163,58,"Librarian","Entertainment","High Net Worth","Yes",14,"65105","Sommers Pass",3016,"VIC","Australia",10,2295,2,1101.28,111,"Low-Value"
"Corissa Zienkiewicz","F",47,1013,53,"Physical Therapy Assistant","Retail","High Net Worth","No",17,"495","Elmside Drive",2179,"NSW","Australia",8,2276,6,2463.79,132,"Low-Value"
"Benny Jammet","F",47,1737,21,"Senior Developer","Property","Affluent Customer","Yes",13,"33006","Petterle Trail",4121,"QLD","Australia",8,2226,3,3531.09,313,"Mid-Value"
